@id @lat @lon
id11372 -2.3 38.3
id11373 6.8 -6.9
id11374 -2.5 38.3
id11375 0.1 -0.1
id11376 -2.1 38.1
id11377 -48.6 -37.7
id11378 -27.1 8.4
id11379 6.6 -6.9
id11380 -2.3 38.3
id11381 6.8 -6.9
id11382 -2.5 38.3
id11383 0.1 -0.1
id11384 -2.1 38.1
id11385 -48.6 -37.7
id11386 -27.1 8.4
id11387 6.6 -6.9
id11388 -2.3 38.3
id11389 6.8 -6.9
id11390 -2.5 38.3
id11391 0.1 -0.1
id11392 -2.1 38.1
id11393 -48.6 -37.7
id11394 -27.1 8.4
id11395 6.6 -6.9
id11396 -2.3 38.3
id11397 6.8 -6.9
id11398 -2.5 38.3
id11399 0.1 -0.1
id11400 -2.1 38.1
id11401 -48.6 -37.7
id11402 -27.1 8.4
id11403 6.6 -6.9
id11404 -2.3 38.3
id11405 6.8 -6.9
id11406 -2.5 38.3
id11407 0.1 -0.1
id11408 -2.1 38.1
id11409 -48.6 -37.7
id11410 -27.1 8.4
id11411 6.6 -6.9
id11412 -2.3 38.3
id11413 6.8 -6.9
id11414 -2.5 38.3
id11415 0.1 -0.1
id11416 -2.1 38.1
id11417 -48.6 -37.7
id11418 -27.1 8.4
id11419 6.6 -6.9
id11420 -2.3 38.3
id11421 6.8 -6.9
id11422 -2.5 38.3
id11423 0.1 -0.1
id11424 -2.1 38.1
id11425 -48.6 -37.7
id11426 -27.1 8.4
id11427 6.6 -6.9
id11428 -2.3 38.3
id11429 6.8 -6.9
id11430 -2.5 38.3
id11431 0.1 -0.1
id11432 -2.1 38.1
id11433 -48.6 -37.7
id11434 -27.1 8.4
id11435 6.6 -6.9
id11436 -2.3 38.3
id11437 6.8 -6.9
id11438 -2.5 38.3
id11439 0.1 -0.1
id11440 -2.1 38.1
id11441 -48.6 -37.7
id11442 -27.1 8.4
id11443 6.6 -6.9
id11444 -2.3 38.3
id11445 6.8 -6.9
id11446 -2.5 38.3
id11447 0.1 -0.1
id11448 -2.1 38.1
id11449 -48.6 -37.7
id11450 -27.1 8.4
id11451 6.6 -6.9
id11452 -2.3 38.3
id11453 6.8 -6.9
id11454 -2.5 38.3
id11455 0.1 -0.1
id11456 -2.1 38.1
id11457 -48.6 -37.7
id11458 -27.1 8.4
id11459 6.6 -6.9
id11460 -2.3 38.3
id11461 6.8 -6.9
id11462 -2.5 38.3
id11463 0.1 -0.1
id11464 -2.1 38.1
id11465 -48.6 -37.7
id11466 -27.1 8.4
id11467 6.6 -6.9
id11468 -2.3 38.3
id11469 6.8 -6.9
id11470 -2.5 38.3
id11471 0.1 -0.1
id11472 -2.1 38.1
id11473 -48.6 -37.7
id11474 -27.1 8.4
id11475 6.6 -6.9
id11476 -2.3 38.3
id11477 6.8 -6.9
id11478 -2.5 38.3
id11479 0.1 -0.1
id11480 -2.1 38.1
id11481 -48.6 -37.7
id11482 -27.1 8.4
id11483 6.6 -6.9
id11484 -2.3 38.3
id11485 6.8 -6.9
id11486 -2.5 38.3
id11487 0.1 -0.1
id11488 -2.1 38.1
id11489 -48.6 -37.7
id11490 -27.1 8.4
id11491 6.6 -6.9
id11492 -2.3 38.3
id11493 6.8 -6.9
id11494 -2.5 38.3
id11495 0.1 -0.1
id11496 -2.1 38.1
id11497 -48.6 -37.7
id11498 -27.1 8.4
id11499 6.6 -6.9
id11500 -2.3 38.3
id11501 6.8 -6.9
id11502 -2.5 38.3
id11503 0.1 -0.1
id11504 -2.1 38.1
id11505 -48.6 -37.7
id11506 -27.1 8.4
id11507 6.6 -6.9
id11508 -2.3 38.3
id11509 6.8 -6.9
id11510 -2.5 38.3
id11511 0.1 -0.1
id11512 -2.1 38.1
id11513 -48.6 -37.7
id11514 -27.1 8.4
id11515 6.6 -6.9
id11516 -2.3 38.3
id11517 6.8 -6.9
id11518 -2.5 38.3
id11519 0.1 -0.1
id11520 -2.1 38.1
id11521 -48.6 -37.7
id11522 -27.1 8.4
id11523 6.6 -6.9
id11524 -2.3 38.3
id11525 6.8 -6.9
id11526 -2.5 38.3
id11527 0.1 -0.1
id11528 -2.1 38.1
id11529 -48.6 -37.7
id11530 -27.1 8.4
id11531 6.6 -6.9
id11532 -2.3 38.3
id11533 6.8 -6.9
id11534 -2.5 38.3
id11535 0.1 -0.1
id11536 -2.1 38.1
id11537 -48.6 -37.7
id11538 -27.1 8.4
id11539 6.6 -6.9
id11540 -2.3 38.3
id11541 6.8 -6.9
id11542 -2.5 38.3
id11543 0.1 -0.1
id11544 -2.1 38.1
id11545 -48.6 -37.7
id11546 -27.1 8.4
id11547 6.6 -6.9
id11548 -2.3 38.3
id11549 6.8 -6.9
id11550 -2.5 38.3
id11551 0.1 -0.1
id11552 -2.1 38.1
id11553 -48.6 -37.7
id11554 -27.1 8.4
id11555 6.6 -6.9
id11556 -2.3 38.3
id11557 6.8 -6.9
id11558 -2.5 38.3
id11559 0.1 -0.1
id11560 -2.1 38.1
id11561 -48.6 -37.7
id11562 -27.1 8.4
id11563 6.6 -6.9
id11564 -2.3 38.3
id11565 6.8 -6.9
id11566 -2.5 38.3
id11567 0.1 -0.1
id11568 -2.1 38.1
id11569 -48.6 -37.7
id11570 -27.1 8.4
id11571 6.6 -6.9
id11572 -2.3 38.3
id11573 6.8 -6.9
id11574 -2.5 38.3
id11575 0.1 -0.1
id11576 -2.1 38.1
id11577 -48.6 -37.7
id11578 -27.1 8.4
id11579 6.6 -6.9
id11580 -2.3 38.3
id11581 6.8 -6.9
id11582 -2.5 38.3
id11583 0.1 -0.1
id11584 -2.1 38.1
id11585 -48.6 -37.7
id11586 -27.1 8.4
id11587 6.6 -6.9
id11588 -2.3 38.3
id11589 6.8 -6.9
id11590 -2.5 38.3
id11591 0.1 -0.1
id11592 -2.1 38.1
id11593 -48.6 -37.7
id11594 -27.1 8.4
id11595 6.6 -6.9
id11596 -2.3 38.3
id11597 6.8 -6.9
id11598 -2.5 38.3
id11599 0.1 -0.1
id11600 -2.1 38.1
id11601 -48.6 -37.7
id11602 -27.1 8.4
id11603 6.6 -6.9
id11604 -2.3 38.3
id11605 6.8 -6.9
id11606 -2.5 38.3
id11607 0.1 -0.1
id11608 -2.1 38.1
id11609 -48.6 -37.7
id11610 -27.1 8.4
id11611 6.6 -6.9
id11612 -2.3 38.3
id11613 6.8 -6.9
id11614 -2.5 38.3
id11615 0.1 -0.1
id11616 -2.1 38.1
id11617 -48.6 -37.7
id11618 -27.1 8.4
id11619 6.6 -6.9
id11620 -2.3 38.3
id11621 6.8 -6.9
id11622 -2.5 38.3
id11623 0.1 -0.1
id11624 -2.1 38.1
id11625 -48.6 -37.7
id11626 -27.1 8.4
id11627 6.6 -6.9
id11628 -2.3 38.3
id11629 6.8 -6.9
id11630 -2.5 38.3
id11631 0.1 -0.1
id11632 -2.1 38.1
id11633 -48.6 -37.7
id11634 -27.1 8.4
id11635 6.6 -6.9
id11636 -2.3 38.3
id11637 6.8 -6.9
id11638 -2.5 38.3
id11639 0.1 -0.1
id11640 -2.1 38.1
id11641 -48.6 -37.7
id11642 -27.1 8.4
id11643 6.6 -6.9
id11644 -2.3 38.3
id11645 6.8 -6.9
id11646 -2.5 38.3
id11647 0.1 -0.1
id11648 -2.1 38.1
id11649 -48.6 -37.7
id11650 -27.1 8.4
id11651 6.6 -6.9
id11652 -2.3 38.3
id11653 6.8 -6.9
id11654 -2.5 38.3
id11655 0.1 -0.1
id11656 -2.1 38.1
id11657 -48.6 -37.7
id11658 -27.1 8.4
id11659 6.6 -6.9
id11660 -2.3 38.3
id11661 6.8 -6.9
id11662 -2.5 38.3
id11663 0.1 -0.1
id11664 -2.1 38.1
id11665 -48.6 -37.7
id11666 -27.1 8.4
id11667 6.6 -6.9
id11668 -2.3 38.3
id11669 6.8 -6.9
id11670 -2.5 38.3
id11671 0.1 -0.1
id11672 -2.1 38.1
id11673 -48.6 -37.7
id11674 -27.1 8.4
id11675 6.6 -6.9
id11676 -2.3 38.3
id11677 6.8 -6.9
id11678 -2.5 38.3
id11679 0.1 -0.1
id11680 -2.1 38.1
id11681 -48.6 -37.7
id11682 -27.1 8.4
id11683 6.6 -6.9
id11684 -2.3 38.3
id11685 6.8 -6.9
id11686 -2.5 38.3
id11687 0.1 -0.1
id11688 -2.1 38.1
id11689 -48.6 -37.7
id11690 -27.1 8.4
id11691 6.6 -6.9
id11692 -2.3 38.3
id11693 6.8 -6.9
id11694 -2.5 38.3
id11695 0.1 -0.1
id11696 -2.1 38.1
id11697 -48.6 -37.7
id11698 -27.1 8.4
id11699 6.6 -6.9
id11700 -2.3 38.3
id11701 6.8 -6.9
id11702 -2.5 38.3
id11703 0.1 -0.1
id11704 -2.1 38.1
id11705 -48.6 -37.7
id11706 -27.1 8.4
id11707 6.6 -6.9
id11708 -2.3 38.3
id11709 6.8 -6.9
id11710 -2.5 38.3
id11711 0.1 -0.1
id11712 -2.1 38.1
id11713 -48.6 -37.7
id11714 -27.1 8.4
id11715 6.6 -6.9
id11716 -2.3 38.3
id11717 6.8 -6.9
id11718 -2.5 38.3
id11719 0.1 -0.1
id11720 -2.1 38.1
id11721 -48.6 -37.7
id11722 -27.1 8.4
id11723 6.6 -6.9
id11724 -2.3 38.3
id11725 6.8 -6.9
id11726 -2.5 38.3
id11727 0.1 -0.1
id11728 -2.1 38.1
id11729 -48.6 -37.7
id11730 -27.1 8.4
id11731 6.6 -6.9
id11732 -2.3 38.3
id11733 6.8 -6.9
id11734 -2.5 38.3
id11735 0.1 -0.1
id11736 -2.1 38.1
id11737 -48.6 -37.7
id11738 -27.1 8.4
id11739 6.6 -6.9
id11740 -2.3 38.3
id11741 6.8 -6.9
id11742 -2.5 38.3
id11743 0.1 -0.1
id11744 -2.1 38.1
id11745 -48.6 -37.7
id11746 -27.1 8.4
id11747 6.6 -6.9
id11748 -2.3 38.3
id11749 6.8 -6.9
id11750 -2.5 38.3
id11751 0.1 -0.1
id11752 -2.1 38.1
id11753 -48.6 -37.7
id11754 -27.1 8.4
id11755 6.6 -6.9
id11756 -2.3 38.3
id11757 6.8 -6.9
id11758 -2.5 38.3
id11759 0.1 -0.1
id11760 -2.1 38.1
id11761 -48.6 -37.7
id11762 -27.1 8.4
id11763 6.6 -6.9
id11764 -2.3 38.3
id11765 6.8 -6.9
id11766 -2.5 38.3
id11767 0.1 -0.1
id11768 -2.1 38.1
id11769 -48.6 -37.7
id11770 -27.1 8.4
id11771 6.6 -6.9
id11772 -2.3 38.3
id11773 6.8 -6.9
id11774 -2.5 38.3
id11775 0.1 -0.1
id11776 -2.1 38.1
id11777 -48.6 -37.7
id11778 -27.1 8.4
id11779 6.6 -6.9
id11780 -2.3 38.3
id11781 6.8 -6.9
id11782 -2.5 38.3
id11783 0.1 -0.1
id11784 -2.1 38.1
id11785 -48.6 -37.7
id11786 -27.1 8.4
id11787 6.6 -6.9
id11788 -2.3 38.3
id11789 6.8 -6.9
id11790 -2.5 38.3
id11791 0.1 -0.1
id11792 -2.1 38.1
id11793 -48.6 -37.7
id11794 -27.1 8.4
id11795 6.6 -6.9
id11796 -2.3 38.3
id11797 6.8 -6.9
id11798 -2.5 38.3
id11799 0.1 -0.1
id11800 -2.1 38.1
id11801 -48.6 -37.7
id11802 -27.1 8.4
id11803 6.6 -6.9
id11804 -2.3 38.3
id11805 6.8 -6.9
id11806 -2.5 38.3
id11807 0.1 -0.1
id11808 -2.1 38.1
id11809 -48.6 -37.7
id11810 -27.1 8.4
id11811 6.6 -6.9
id11812 -2.3 38.3
id11813 6.8 -6.9
id11814 -2.5 38.3
id11815 0.1 -0.1
id11816 -2.1 38.1
id11817 -48.6 -37.7
id11818 -27.1 8.4
id11819 6.6 -6.9
id11820 -2.3 38.3
id11821 6.8 -6.9
id11822 -2.5 38.3
id11823 0.1 -0.1
id11824 -2.1 38.1
id11825 -48.6 -37.7
id11826 -27.1 8.4
id11827 6.6 -6.9
id11828 -2.3 38.3
id11829 6.8 -6.9
id11830 -2.5 38.3
id11831 0.1 -0.1
id11832 -2.1 38.1
id11833 -48.6 -37.7
id11834 -27.1 8.4
id11835 6.6 -6.9
id11836 -2.3 38.3
id11837 6.8 -6.9
id11838 -2.5 38.3
id11839 0.1 -0.1
id11840 -2.1 38.1
id11841 -48.6 -37.7
id11842 -27.1 8.4
id11843 6.6 -6.9
id11844 -2.3 38.3
id11845 6.8 -6.9
id11846 -2.5 38.3
id11847 0.1 -0.1
id11848 -2.1 38.1
id11849 -48.6 -37.7
id11850 -27.1 8.4
id11851 6.6 -6.9
id11852 -2.3 38.3
id11853 6.8 -6.9
id11854 -2.5 38.3
id11855 0.1 -0.1
id11856 -2.1 38.1
id11857 -48.6 -37.7
id11858 -27.1 8.4
id11859 6.6 -6.9
id11860 -2.3 38.3
id11861 6.8 -6.9
id11862 -2.5 38.3
id11863 0.1 -0.1
id11864 -2.1 38.1
id11865 -48.6 -37.7
id11866 -27.1 8.4
id11867 6.6 -6.9
id11868 -2.3 38.3
id11869 6.8 -6.9
id11870 -2.5 38.3
id11871 0.1 -0.1
id11872 -2.1 38.1
id11873 -48.6 -37.7
id11874 -27.1 8.4
id11875 6.6 -6.9
id11876 -2.3 38.3
id11877 6.8 -6.9
id11878 -2.5 38.3
id11879 0.1 -0.1
id11880 -2.1 38.1
id11881 -48.6 -37.7
id11882 -27.1 8.4
id11883 6.6 -6.9
id11884 -2.3 38.3
id11885 6.8 -6.9
id11886 -2.5 38.3
id11887 0.1 -0.1
id11888 -2.1 38.1
id11889 -48.6 -37.7
id11890 -27.1 8.4
id11891 6.6 -6.9
id11892 -2.3 38.3
id11893 6.8 -6.9
id11894 -2.5 38.3
id11895 0.1 -0.1
id11896 -2.1 38.1
id11897 -48.6 -37.7
id11898 -27.1 8.4
id11899 6.6 -6.9
id11900 -2.3 38.3
id11901 6.8 -6.9
id11902 -2.5 38.3
id11903 0.1 -0.1
id11904 -2.1 38.1
id11905 -48.6 -37.7
id11906 -27.1 8.4
id11907 6.6 -6.9
id11908 -2.3 38.3
id11909 6.8 -6.9
id11910 -2.5 38.3
id11911 0.1 -0.1
id11912 -2.1 38.1
id11913 -48.6 -37.7
id11914 -27.1 8.4
id11915 6.6 -6.9
id11916 -2.3 38.3
id11917 6.8 -6.9
id11918 -2.5 38.3
id11919 0.1 -0.1
id11920 -2.1 38.1
id11921 -48.6 -37.7
id11922 -27.1 8.4
id11923 6.6 -6.9
id11924 -2.3 38.3
id11925 6.8 -6.9
id11926 -2.5 38.3
id11927 0.1 -0.1
id11928 -2.1 38.1
id11929 -48.6 -37.7
id11930 -27.1 8.4
id11931 6.6 -6.9
id11932 -2.3 38.3
id11933 6.8 -6.9
id11934 -2.5 38.3
id11935 0.1 -0.1
id11936 -2.1 38.1
id11937 -48.6 -37.7
id11938 -27.1 8.4
id11939 6.6 -6.9
id11940 -2.3 38.3
id11941 6.8 -6.9
id11942 -2.5 38.3
id11943 0.1 -0.1
id11944 -2.1 38.1
id11945 -48.6 -37.7
id11946 -27.1 8.4
id11947 6.6 -6.9
id11948 -2.3 38.3
id11949 6.8 -6.9
id11950 -2.5 38.3
id11951 0.1 -0.1
id11952 -2.1 38.1
id11953 -48.6 -37.7
id11954 -27.1 8.4
id11955 6.6 -6.9
id11956 -2.3 38.3
id11957 6.8 -6.9
id11958 -2.5 38.3
id11959 0.1 -0.1
id11960 -2.1 38.1
id11961 -48.6 -37.7
id11962 -27.1 8.4
id11963 6.6 -6.9
id11964 -2.3 38.3
id11965 6.8 -6.9
id11966 -2.5 38.3
id11967 0.1 -0.1
id11968 -2.1 38.1
id11969 -48.6 -37.7
id11970 -27.1 8.4
id11971 6.6 -6.9
id11972 -2.3 38.3
id11973 6.8 -6.9
id11974 -2.5 38.3
id11975 0.1 -0.1
id11976 -2.1 38.1
id11977 -48.6 -37.7
id11978 -27.1 8.4
id11979 6.6 -6.9
id11980 -2.3 38.3
id11981 6.8 -6.9
id11982 -2.5 38.3
id11983 0.1 -0.1
id11984 -2.1 38.1
id11985 -48.6 -37.7
id11986 -27.1 8.4
id11987 6.6 -6.9
id11988 -2.3 38.3
id11989 6.8 -6.9
id11990 -2.5 38.3
id11991 0.1 -0.1
id11992 -2.1 38.1
id11993 -48.6 -37.7
id11994 -27.1 8.4
id11995 6.6 -6.9
id11996 -2.3 38.3
id11997 6.8 -6.9
id11998 -2.5 38.3
id11999 0.1 -0.1
id12000 -2.1 38.1
id12001 -48.6 -37.7
id12002 -27.1 8.4
id12003 6.6 -6.9
id12004 -2.3 38.3
id12005 6.8 -6.9
id12006 -2.5 38.3
id12007 0.1 -0.1
id12008 -2.1 38.1
id12009 -48.6 -37.7
id12010 -27.1 8.4
id12011 6.6 -6.9
id12012 -2.3 38.3
id12013 6.8 -6.9
id12014 -2.5 38.3
id12015 0.1 -0.1
id12016 -2.1 38.1
id12017 -48.6 -37.7
id12018 -27.1 8.4
id12019 6.6 -6.9
id12020 -2.3 38.3
id12021 6.8 -6.9
id12022 -2.5 38.3
id12023 0.1 -0.1
id12024 -2.1 38.1
id12025 -48.6 -37.7
id12026 -27.1 8.4
id12027 6.6 -6.9
id12028 -2.3 38.3
id12029 6.8 -6.9
id12030 -2.5 38.3
id12031 0.1 -0.1
id12032 -2.1 38.1
id12033 -48.6 -37.7
id12034 -27.1 8.4
id12035 6.6 -6.9
id12036 -2.3 38.3
id12037 6.8 -6.9
id12038 -2.5 38.3
id12039 0.1 -0.1
id12040 -2.1 38.1
id12041 -48.6 -37.7
id12042 -27.1 8.4
id12043 6.6 -6.9
id12044 -2.3 38.3
id12045 6.8 -6.9
id12046 -2.5 38.3
id12047 0.1 -0.1
id12048 -2.1 38.1
id12049 -48.6 -37.7
id12050 -27.1 8.4
id12051 6.6 -6.9
id12052 -2.3 38.3
id12053 6.8 -6.9
id12054 -2.5 38.3
id12055 0.1 -0.1
id12056 -2.1 38.1
id12057 -48.6 -37.7
id12058 -27.1 8.4
id12059 6.6 -6.9
id12060 -2.3 38.3
id12061 6.8 -6.9
id12062 -2.5 38.3
id12063 0.1 -0.1
id12064 -2.1 38.1
id12065 -48.6 -37.7
id12066 -27.1 8.4
id12067 6.6 -6.9
id12068 -2.3 38.3
id12069 6.8 -6.9
id12070 -2.5 38.3
id12071 0.1 -0.1
id12072 -2.1 38.1
id12073 -48.6 -37.7
id12074 -27.1 8.4
id12075 6.6 -6.9
id12076 -2.3 38.3
id12077 6.8 -6.9
id12078 -2.5 38.3
id12079 0.1 -0.1
id12080 -2.1 38.1
id12081 -48.6 -37.7
id12082 -27.1 8.4
id12083 6.6 -6.9
id12084 -2.3 38.3
id12085 6.8 -6.9
id12086 -2.5 38.3
id12087 0.1 -0.1
id12088 -2.1 38.1
id12089 -48.6 -37.7
id12090 -27.1 8.4
id12091 6.6 -6.9
id12092 -2.3 38.3
id12093 6.8 -6.9
id12094 -2.5 38.3
id12095 0.1 -0.1
id12096 -2.1 38.1
id12097 -48.6 -37.7
id12098 -27.1 8.4
id12099 6.6 -6.9
id12100 -2.3 38.3
id12101 6.8 -6.9
id12102 -2.5 38.3
id12103 0.1 -0.1
id12104 -2.1 38.1
id12105 -48.6 -37.7
id12106 -27.1 8.4
id12107 6.6 -6.9
id12108 -2.3 38.3
id12109 6.8 -6.9
id12110 -2.5 38.3
id12111 0.1 -0.1
id12112 -2.1 38.1
id12113 -48.6 -37.7
id12114 -27.1 8.4
id12115 6.6 -6.9
id12116 -2.3 38.3
id12117 6.8 -6.9
id12118 -2.5 38.3
id12119 0.1 -0.1
id12120 -2.1 38.1
id12121 -48.6 -37.7
id12122 -27.1 8.4
id12123 6.6 -6.9
id12124 -2.3 38.3
id12125 6.8 -6.9
id12126 -2.5 38.3
id12127 0.1 -0.1
id12128 -2.1 38.1
id12129 -48.6 -37.7
id12130 -27.1 8.4
id12131 6.6 -6.9
id12132 -2.3 38.3
id12133 6.8 -6.9
id12134 -2.5 38.3
id12135 0.1 -0.1
id12136 -2.1 38.1
id12137 -48.6 -37.7
id12138 -27.1 8.4
id12139 6.6 -6.9
id12140 -2.3 38.3
id12141 6.8 -6.9
id12142 -2.5 38.3
id12143 0.1 -0.1
id12144 -2.1 38.1
id12145 -48.6 -37.7
id12146 -27.1 8.4
id12147 6.6 -6.9
id12148 -2.3 38.3
id12149 6.8 -6.9
id12150 -2.5 38.3
id12151 0.1 -0.1
id12152 -2.1 38.1
id12153 -48.6 -37.7
id12154 -27.1 8.4
id12155 6.6 -6.9
id12156 -2.3 38.3
id12157 6.8 -6.9
id12158 -2.5 38.3
id12159 0.1 -0.1
id12160 -2.1 38.1
id12161 -48.6 -37.7
id12162 -27.1 8.4
id12163 6.6 -6.9
id12164 -2.3 38.3
id12165 6.8 -6.9
id12166 -2.5 38.3
id12167 0.1 -0.1
id12168 -2.1 38.1
id12169 -48.6 -37.7
id12170 -27.1 8.4
id12171 6.6 -6.9
id12172 -2.3 38.3
id12173 6.8 -6.9
id12174 -2.5 38.3
id12175 0.1 -0.1
id12176 -2.1 38.1
id12177 -48.6 -37.7
id12178 -27.1 8.4
id12179 6.6 -6.9
id12180 -2.3 38.3
id12181 6.8 -6.9
id12182 -2.5 38.3
id12183 0.1 -0.1
id12184 -2.1 38.1
id12185 -48.6 -37.7
id12186 -27.1 8.4
id12187 6.6 -6.9
id12188 -2.3 38.3
id12189 6.8 -6.9
id12190 -2.5 38.3
id12191 0.1 -0.1
id12192 -2.1 38.1
id12193 -48.6 -37.7
id12194 -27.1 8.4
id12195 6.6 -6.9
id12196 -2.3 38.3
id12197 6.8 -6.9
id12198 -2.5 38.3
id12199 0.1 -0.1
id12200 -2.1 38.1
id12201 -48.6 -37.7
id12202 -27.1 8.4
id12203 6.6 -6.9
id12204 -2.3 38.3
id12205 6.8 -6.9
id12206 -2.5 38.3
id12207 0.1 -0.1
id12208 -2.1 38.1
id12209 -48.6 -37.7
id12210 -27.1 8.4
id12211 6.6 -6.9
id12212 -2.3 38.3
id12213 6.8 -6.9
id12214 -2.5 38.3
id12215 0.1 -0.1
id12216 -2.1 38.1
id12217 -48.6 -37.7
id12218 -27.1 8.4
id12219 6.6 -6.9
id12220 -2.3 38.3
id12221 6.8 -6.9
id12222 -2.5 38.3
id12223 0.1 -0.1
id12224 -2.1 38.1
id12225 -48.6 -37.7
id12226 -27.1 8.4
id12227 6.6 -6.9
id12228 -2.3 38.3
id12229 6.8 -6.9
id12230 -2.5 38.3
id12231 0.1 -0.1
id12232 -2.1 38.1
id12233 -48.6 -37.7
id12234 -27.1 8.4
id12235 6.6 -6.9
id12236 -2.3 38.3
id12237 6.8 -6.9
id12238 -2.5 38.3
id12239 0.1 -0.1
id12240 -2.1 38.1
id12241 -48.6 -37.7
id12242 -27.1 8.4
id12243 6.6 -6.9
id12244 -2.3 38.3
id12245 6.8 -6.9
id12246 -2.5 38.3
id12247 0.1 -0.1
id12248 -2.1 38.1
id12249 -48.6 -37.7
id12250 -27.1 8.4
id12251 6.6 -6.9
id12252 -2.3 38.3
id12253 6.8 -6.9
id12254 -2.5 38.3
id12255 0.1 -0.1
id12256 -2.1 38.1
id12257 -48.6 -37.7
id12258 -27.1 8.4
id12259 6.6 -6.9
id12260 -2.3 38.3
id12261 6.8 -6.9
id12262 -2.5 38.3
id12263 0.1 -0.1
id12264 -2.1 38.1
id12265 -48.6 -37.7
id12266 -27.1 8.4
id12267 6.6 -6.9
id12268 -2.3 38.3
id12269 6.8 -6.9
id12270 -2.5 38.3
id12271 0.1 -0.1
id12272 -2.1 38.1
id12273 -48.6 -37.7
id12274 -27.1 8.4
id12275 6.6 -6.9
id12276 -2.3 38.3
id12277 6.8 -6.9
id12278 -2.5 38.3
id12279 0.1 -0.1
id12280 -2.1 38.1
id12281 -48.6 -37.7
id12282 -27.1 8.4
id12283 6.6 -6.9
id12284 -2.3 38.3
id12285 6.8 -6.9
id12286 -2.5 38.3
id12287 0.1 -0.1
id12288 -2.1 38.1
id12289 -48.6 -37.7
id12290 -27.1 8.4
id12291 6.6 -6.9
id12292 -2.3 38.3
id12293 6.8 -6.9
id12294 -2.5 38.3
id12295 0.1 -0.1
id12296 -2.1 38.1
id12297 -48.6 -37.7
id12298 -27.1 8.4
id12299 6.6 -6.9
id12300 -2.3 38.3
id12301 6.8 -6.9
id12302 -2.5 38.3
id12303 0.1 -0.1
id12304 -2.1 38.1
id12305 -48.6 -37.7
id12306 -27.1 8.4
id12307 6.6 -6.9
id12308 -2.3 38.3
id12309 6.8 -6.9
id12310 -2.5 38.3
id12311 0.1 -0.1
id12312 -2.1 38.1
id12313 -48.6 -37.7
id12314 -27.1 8.4
id12315 6.6 -6.9
id12316 -2.3 38.3
id12317 6.8 -6.9
id12318 -2.5 38.3
id12319 0.1 -0.1
id12320 -2.1 38.1
id12321 -48.6 -37.7
id12322 -27.1 8.4
id12323 6.6 -6.9
id12324 -2.3 38.3
id12325 6.8 -6.9
id12326 -2.5 38.3
id12327 0.1 -0.1
id12328 -2.1 38.1
id12329 -48.6 -37.7
id12330 -27.1 8.4
id12331 6.6 -6.9
id12332 -2.3 38.3
id12333 6.8 -6.9
id12334 -2.5 38.3
id12335 0.1 -0.1
id12336 -2.1 38.1
id12337 -48.6 -37.7
id12338 -27.1 8.4
id12339 6.6 -6.9
id12340 -2.3 38.3
id12341 6.8 -6.9
id12342 -2.5 38.3
id12343 0.1 -0.1
id12344 -2.1 38.1
id12345 -48.6 -37.7
id12346 -27.1 8.4
id12347 6.6 -6.9
id12348 -2.3 38.3
id12349 6.8 -6.9
id12350 -2.5 38.3
id12351 0.1 -0.1
id12352 -2.1 38.1
id12353 -48.6 -37.7
id12354 -27.1 8.4
id12355 6.6 -6.9
id12356 -2.3 38.3
id12357 6.8 -6.9
id12358 -2.5 38.3
id12359 0.1 -0.1
id12360 -2.1 38.1
id12361 -48.6 -37.7
id12362 -27.1 8.4
id12363 6.6 -6.9
id12364 -2.3 38.3
id12365 6.8 -6.9
id12366 -2.5 38.3
id12367 0.1 -0.1
id12368 -2.1 38.1
id12369 -48.6 -37.7
id12370 -27.1 8.4
id12371 6.6 -6.9
id12372 -2.3 38.3
id12373 6.8 -6.9
id12374 -2.5 38.3
id12375 0.1 -0.1
id12376 -2.1 38.1
id12377 -48.6 -37.7
id12378 -27.1 8.4
id12379 6.6 -6.9
id12380 -2.3 38.3
id12381 6.8 -6.9
id12382 -2.5 38.3
id12383 0.1 -0.1
id12384 -2.1 38.1
id12385 -48.6 -37.7
id12386 -27.1 8.4
id12387 6.6 -6.9
id12388 -2.3 38.3
id12389 6.8 -6.9
id12390 -2.5 38.3
id12391 0.1 -0.1
id12392 -2.1 38.1
id12393 -48.6 -37.7
id12394 -27.1 8.4
id12395 6.6 -6.9
id12396 -2.3 38.3
id12397 6.8 -6.9
id12398 -2.5 38.3
id12399 0.1 -0.1
id12400 -2.1 38.1
id12401 -48.6 -37.7
id12402 -27.1 8.4
id12403 6.6 -6.9
id12404 -2.3 38.3
id12405 6.8 -6.9
id12406 -2.5 38.3
id12407 0.1 -0.1
id12408 -2.1 38.1
id12409 -48.6 -37.7
id12410 -27.1 8.4
id12411 6.6 -6.9
id12412 -2.3 38.3
id12413 6.8 -6.9
id12414 -2.5 38.3
id12415 0.1 -0.1
id12416 -2.1 38.1
id12417 -48.6 -37.7
id12418 -27.1 8.4
id12419 6.6 -6.9
id12420 -2.3 38.3
id12421 6.8 -6.9
id12422 -2.5 38.3
id12423 0.1 -0.1
id12424 -2.1 38.1
id12425 -48.6 -37.7
id12426 -27.1 8.4
id12427 6.6 -6.9
id12428 -2.3 38.3
id12429 6.8 -6.9
id12430 -2.5 38.3
id12431 0.1 -0.1
id12432 -2.1 38.1
id12433 -48.6 -37.7
id12434 -27.1 8.4
id12435 6.6 -6.9
id12436 -2.3 38.3
id12437 6.8 -6.9
